critere,critere_type,condition,nct_id,nb_etudes
Whose state of health is compatible with follow-up by their GP (possibility of occasional advice from a psychiatrist).,inclusion,depression,['NCT06014125'],1
Whose state of health requires follow-up by a psychiatrist,exclusion,depression,['NCT06014125'],1
"Willingness and ability to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures",inclusion,hypertension,['NCT06274801'],1
Willingness and ability to comply with the treatment and follow-up visits.,inclusion,healthy,['NCT07090889'],1
"Willingness to refrain from current treatments, in compliance with the list of prohibited medications.",inclusion,healthy,['NCT07090889'],1
With a prescription for an antidepressant started less than 2 months before inclusion in the trial.,inclusion,depression,['NCT06014125'],1
"With a spontaneous ICH, i.e. non traumatic",inclusion,stroke,['NCT04621357'],1
"With an acute, ischaemic or haemorrhagic outpatient or inpatient stroke",inclusion,stroke,['NCT07065929'],1
WOCBP who are not abstinent and intend to be sexually active with a non-sterilized male partner must be willing to use a highly effective method of contraception from consent through 30 days following the last administration of IP.,inclusion,hypertension,['NCT06274801'],1
"Woman deprived of liberty, under guardianship or trusteeship.",exclusion,breast cancer,['NCT06418126'],1
Woman of childbearing potential who has a positive serum pregnancy test (within 72 hours) prior to the start of treatment.,exclusion,breast cancer,['NCT04725331'],1
"woman of childbearing without a highly effective contraceptive measure (combined or progestogen-only hormonal contraception associated with inhibition of ovulation, intrauterine device or intrauterine hormone-releasing system)",exclusion,hypertension,['NCT05732727'],1
Women aged 18 and over;,inclusion,breast cancer,['NCT06418126'],1
Women between 18 and 60 years old (including 60),inclusion,healthy,['NCT06864065'],1
Women of childbearing potential (WOCBP) must have a negative urine or serum pregnancy test at enrollment visit before first administration of Investigational Product (IP) in this study.,inclusion,hypertension,['NCT06274801'],1
Women of childbearing potential must use highly effective contraceptive methods during the treatment period and for 10 days after the final dose.,inclusion,breast cancer,['NCT05896566'],1
Women taking low-dose aspirin regularly before pregnancy (except ART indication),exclusion,hypertension,['NCT05521776'],1
"Women under the protection of justice,",exclusion,hypertension,['NCT04356326'],1
Women who are breast feeding,exclusion,breast cancer,['NCT05696626'],1
Women who are pregnant or in the period of lactating.,exclusion,breast cancer,['NCT05896566'],1
"Women who are pregnant, breastfeeding, or have given birth in the last 6 months",exclusion,healthy,['NCT04457622'],1
Women with TNBC breast cancer who meet the following criteria:,inclusion,breast cancer,['NCT06418126'],1
Written Informed Consent (IC) must be signed and dated by the patient and the Investigator prior to randomization.,inclusion,breast cancer,['NCT05896566'],1
Written informed consent obtained from the participant,inclusion,hypertension,['NCT05732727'],1
Written informed consent obtained from the participant.,inclusion,healthy,['NCT06821126'],1
"Written informed consent obtained from the patient prior to performing any protocol-related procedures, including screening biopsy, blood samples and questionnaires",inclusion,breast cancer,['NCT05981326'],1
Written informed consent to participate in the study,inclusion,hypertension,['NCT06687265'],1
Written informed consent to participate in the trial and to donation of tissue and blood samples,inclusion,breast cancer,['NCT04985266'],1
Younger than 18 years old,exclusion,depression,['NCT05894980'],1
